,text,sentiment
1745,We were sat right on time and our server from the get go was FANTASTIC!,1
1746,Main thing I didn't enjoy is that the crowd is of older crowd around mid 30s and up.,0
1747,When I'm on this side of town this will definitely be a spot I'll hit up again!,1
1748,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0
1749,This is a GREAT place to eat!,1
1750,The jalapeno bacon is soooo good.,1
1751,The service was poor and thats being nice.,0
1752,Food was good service was good Prices were good.,1
1753,The place was not clean and the food oh so stale!,0
1754,The chicken dishes are OK the beef is like shoe leather.,0
1755,But the service was beyond bad.,0
1756,"I'm so happy to be here!!!""",1
1757,Tasted like dirt.,0
1758,One of the few places in Phoenix that I would definately go back to again .,1
1759,The block was amazing.,1
1760,It's close to my house it's low-key non-fancy affordable prices good food.,1
1761,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
1762,My sashimi was poor quality being soggy and tasteless.,0
1763,Great time - family dinner on a Sunday night.,1
1764,"the food is not tasty at all not to say its ""real traditional Hunan style"".",0
1765,What did bother me was the slow service.,0
1766,The flair bartenders are absolutely amazing!,1
1767,Their frozen margaritas are WAY too sugary for my taste.,0
1768,These were so good we ordered them twice.,1
1769,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0
1770,My girlfriend's veal was very bad.,0
1771,Unfortunately it was not good.,0
1772,I had a pretty satifying experience.,1
1773,Join the club and get awesome offers via email.,1
1774,Perfect for someone (me) who only likes beer ice cold or in this case even colder.,1
1775,Bland and flavorless is a good way of describing the barely tepid meat.,0
1776,The chains which I'm no fan of beat this place easily.,0
1777,The nachos are a MUST HAVE!,1
1778,We will not be coming back.,0
1779,I don't have very many words to say about this place but it does everything pretty well.,1
1780,The staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff.,1
1781,Great atmosphere friendly and fast service.,1
1782,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
1783,Once your food arrives it's meh.,0
1784,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0
1785,The classic Maine Lobster Roll was fantastic.,1
1786,My brother in law who works at the mall ate here same day and guess what he was sick all night too.,0
1787,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
1788,The chips and salsa were really good the salsa was very fresh.,1
1789,This place is great!!!!!!!!!!!!!!,1
1790,Mediocre food.,0
1791,Once you get inside you'll be impressed with the place.,1
1792,I'm super pissd.,0
1793,And service was super friendly.,1
1794,Why are these sad little vegetables so overcooked?,0
1795,This place was such a nice surprise!,1
1796,They were golden-crispy and delicious.,1
1797,I had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat.,0
1798,I could eat their bruschetta all day it is devine.,1
1799,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0
1800,Lastly the mozzarella sticks they were the best thing we ordered.,1
1801,The first time I ever came here I had an amazing experience I still tell people how awesome the duck was.,1
1802,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0
1803,The service was terrible though.,0
1804,This place is overpriced not consistent with their boba and it really is OVERPRICED!,0
1805,It was packed!!,0
1806,I love this place.,1
1807,I can say that the desserts were yummy.,1
1808,The food was terrible.,0
1809,The seasonal fruit was fresh white peach puree.,1
1810,It kept getting worse and worse so now I'm officially done.,0
1811,This place should honestly be blown up.,0
1812,But I definitely would not eat here again.,0
1813,Do not waste your money here!,0
1814,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
1815,The crêpe was delicate and thin and moist.,1
1816,Awful service.,0
1817,Won't ever go here again.,0
1818,Food quality has been horrible.,0
1819,For that price I can think of a few place I would have much rather gone.,0
1820,The service here is fair at best.,0
1821,I do love sushi but I found Kabuki to be over-priced over-hip and under-services.,0
1822,Do yourself a favor and stay away from this dish.,0
1823,Very poor service.,0
1824,No one at the table thought the food was above average or worth the wait that we had for it.,0
1825,Best service and food ever Maria our server was so good and friendly she made our day.,1
1826,They were excellent.,1
1827,I paid the bill but did not tip because I felt the server did a terrible job.,0
1828,Just had lunch here and had a great experience.,1
1829,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0
1830,Food is way overpriced and portions are fucking small.,0
1831,I recently tried Caballero's and I have been back every week since!,1
1832,for 40 bucks a head i really expect better food.,0
1833,The food came out at a good pace.,1
1834,I ate there twice on my last visit and especially enjoyed the salmon salad.,1
1835,I won't be back.,0
1836,We could not believe how dirty the oysters were!,0
1837,This place deserves no stars.,0
1838,I would not recommend this place.,0
1839,In fact I'm going to round up to 4 stars just because she was so awesome.,1
1840,To my disbelief each dish qualified as the worst version of these foods I have ever tasted.,0
1841,Bad day or not I have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise!!,0
1842,the potatoes were great and so was the biscuit.,1
1843,I probably would not go here again.,0
1844,So flavorful and has just the perfect amount of heat.,1
1845,The price is reasonable and the service is great.,1
1846,The Wife hated her meal (coconut shrimp) and our friends really did not enjoy their meals either.,0
1847,My fella got the huevos rancheros and they didn't look too appealing.,0
1848,Went in for happy hour great list of wines.,1
1849,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1
1850,I probably won't be coming back here.,0
1851,Worst food/service I've had in a while.,0
1852,This place is pretty good nice little vibe in the restaurant.,1
1853,Talk about great customer service of course we will be back.,1
1854,Hot dishes are not hot cold dishes are close to room temp.I watched staff prepare food with BARE HANDS no gloves.Everything is deep fried in oil.,0
1855,I love their fries and their beans.,1
1856,Always a pleasure dealing with him.,1
1857,They have a plethora of salads and sandwiches and everything I've tried gets my seal of approval.,1
1858,This place is awesome if you want something light and healthy during the summer.,1
1859,For sushi on the Strip this is the place to go.,1
1860,The service was great even the manager came and helped with our table.,1
1861,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0
1862,I started this review with two stars but I'm editing it to give it only one.,0
1863,this is the worst sushi i have ever eat besides Costco's.,0
1864,All in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting.,1
1865,My boyfriend and i sat at the bar and had a completely delightful experience.,1
1866,Weird vibe from owners.,0
1867,There was hardly any meat.,0
1868,I've had better bagels from the grocery store.,0
1869,Go To Place for Gyros.,1
1870,I love the owner/chef his one authentic Japanese cool dude!,1
1871,Now the burgers aren't as good the pizza which used to be amazing is doughy and flavorless.,0
1872,I found a six inch long piece of wire in my salsa.,0
1873,The service was terrible food was mediocre.,0
1874,We definately enjoyed ourselves.,1
1875,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0
1876,On three different occasions I asked for well done or medium well and all three times I got the bloodiest piece of meat on my plate.,0
1877,I had about two bites and refused to eat anymore.,0
1878,The service was extremely slow.,0
1879,After 20 minutes wait I got a table.,0
1880,Seriously killer hot chai latte.,1
1881,No allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts.,0
1882,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1
1883,Their rotating beers on tap is also a highlight of this place.,1
1884,Pricing is a bit of a concern at Mellow Mushroom.,0
1885,Worst Thai ever.,0
1886,If you stay in Vegas you must get breakfast here at least once.,1
1887,I want to first say our server was great and we had perfect service.,1
1888,The pizza selections are good.,1
1889,I had strawberry tea which was good.,1
1890,Highly unprofessional and rude to a loyal patron!,0
1891,Overall a great experience.,1
1892,Spend your money elsewhere.,0
1893,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
1894,The Buffet at Bellagio was far from what I anticipated.,0
1895,And the drinks are WEAK people!,0
1896,-My order was not correct.,0
1897,Also I feel like the chips are bought not made in house.,0
1898,After the disappointing dinner we went elsewhere for dessert.,0
1899,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
1900,We won't be returning.,0
1901,This is my new fav Vegas buffet spot.,1
1902,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0
1903,Very very sad.,0
1904,i felt insulted and disrespected how could you talk and judge another human being like that?,0
1905,How can you call yourself a steakhouse if you can't properly cook a steak I don't understand!,0
1906,I'm not impressed with the concept or the food.,0
1907,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0
1908,There is really nothing for me at postinos hope your experience is better,0
1909,I got food poisoning here at the buffet.,0
1910,They brought a fresh batch of fries and I was thinking yay something warm but no!,0
1911,What SHOULD have been a hilarious yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.,0
1912,Needless to say I won't be going back anytime soon.,0
1913,This place is disgusting!,0
1914,Every time I eat here I see caring teamwork to a professional degree.,1
1915,The RI style calamari was a joke.,0
1916,However there was so much garlic in the fondue it was barely edible.,0
1917,I could barely stomach the meal but didn't complain because it was a business lunch.,0
1918,It was so bad I had lost the heart to finish it.,0
1919,It also took her forever to bring us the check when we asked for it.,0
1920,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0
1921,Disappointing experience.,0
1922,The food is about on par with Denny's which is to say not good at all.,0
1923,If you want to wait for mediocre food and downright terrible service then this is the place for you.,0
1924,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0
1925,We won't be going back.,0
1926,The place was fairly clean but the food simply wasn't worth it.,0
1927,This place lacked style!!,0
1928,The sangria was about half of a glass wine full and was $12 ridiculous.,0
1929,Don't bother coming here.,0
1930,The meat was pretty dry I had the sliced brisket and pulled pork.,0
1931,The building itself seems pretty neat the bathroom is pretty trippy but I wouldn't eat here again.,0
1932,It was equally awful.,0
1933,Probably not in a hurry to go back.,0
1934,very slow at seating even with reservation.,0
1935,Not good by any stretch of the imagination.,0
1936,The cashew cream sauce was bland and the vegetables were undercooked.,0
1937,The chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat.,0
1938,It was a bit too sweet not really spicy enough and lacked flavor.,0
1939,I was VERY disappointed!!,0
1940,This place is horrible and way overpriced.,0
1941,Maybe it's just their Vegetarian fare but I've been twice and I thought it was average at best.,0
1942,It wasn't busy at all and now we know why.,0
1943,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0
1944,The ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits.,0
1945,Con: spotty service.,0
1946,The fries were not hot and neither was my burger.,0
1947,But then they came back cold.,0
1948,Then our food came out disappointment ensued.,0
1949,The real disappointment was our waiter.,0
1950,My husband said she was very rude... did not even apologize for the bad food or anything.,0
1951,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0
1952,Insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it.,0
1953,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0
1954,She was quite disappointed although some blame needs to be placed at her door.,0
1955,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0
1956,Del Taco is pretty nasty and should be avoided if possible.,0
1957,It's NOT hard to make a decent hamburger.,0
1958,But I don't like it.,0
1959,Hell no will I go back,0
1960,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0
1961,"I don't know what the big deal is about this place but I won't be back ""ya'all"".",0
1962,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0
1963,The ambiance isn't much better.,0
1964,Unfortunately it only set us up for disapppointment with our entrees.,0
1965,The food wasn't good.,0
1966,Your servers suck wait correction our server Heimer sucked.,0
1967,What happened next was pretty....off putting.,0
1968,too bad cause I know it's family owned I really wanted to like this place.,0
1969,Overpriced for what you are getting.,0
1970,I vomited in the bathroom mid lunch.,0
1971,I kept looking at the time and it had soon become 35 minutes yet still no food.,0
1972,I have been to very few places to eat that under no circumstances would I ever return to and this tops the list.,0
1973,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0
1974,Food was below average.,0
1975,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0
1976,All in all Ha Long Bay was a bit of a flop.,0
1977,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0
1978,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0
1979,It lacked flavor seemed undercooked and dry.,0
1980,It really is impressive that the place hasn't closed down.,0
1981,I would avoid this place if you are staying in the Mirage.,0
1982,The refried beans that came with my meal were dried out and crusty and the food was bland.,0
1983,Spend your money and time some place else.,0
1984,A lady at the table next to us found a live green caterpillar In her salad.,0
1985,the presentation of the food was awful.,0
1986,I can't tell you how disappointed I was.,0
1987,I think food should have flavor and texture and both were lacking.,0
1988,Appetite instantly gone.,0
1989,Overall I was not impressed and would not go back.,0
1990,The whole experience was underwhelming and I think we'll just go to Ninja Sushi next time.,0
1991,Then as if I hadn't wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check.,0
